型号,系列,网址,图片,价格,状态,CPU跑分,CPU型号,CPU系列,CPU主频,最高睿频,核心/线程数,三级缓存,总线规格,核心架构,制程工艺,功耗,内存容量,内存类型,插槽数量,硬盘容量,硬盘描述,显卡跑分,显卡类型,显卡芯片,显存容量,显存类型,显存位宽,外壳材质,可选配件,网络通信,电池类型,基本参数,厚度,屏幕技术,无线网卡,扬声器,屏幕分辨率,上市时间,宽度,工作温度,其它特点,产品类型,数据接口,长度,笔记本重量,安全性能,客服电话,电话备注,人脸识别,电源适配器,质保备注,音频系统,光驱类型,笔记本附件,存储温度,有线网卡,主板芯片组,显卡,产品定位,操作系统,电源描述,质保时间,外壳描述,处理器,输入设备,指取设备,保修政策,包装清单,外观,附带软件,保修信息,读卡器,显示比例,音频接口,工作湿度,蓝牙,指纹识别,环境要求,麦克风,变形方式,其他,扩展插槽,摄像头,存储设备,详细内容,屏幕尺寸,商用技术,最大内存容量,续航时间,视频接口,特色功能,显示屏,多媒体设备,触控屏,I/O接口,键盘描述,其它接口
惠普ELITE X2 1012 G1（V3F63PA）,ELITE X2 1012 G1系列,http://detail.zol.com.cn/notebook/index1142377.shtml,https://2a.zol-img.com.cn/product/172_80x60/808/ceaWv2FY54rO.jpg,8999,正常,3520,Intel 酷睿M7 6Y75,英特尔 酷睿 M系列,1.2GHz,3.1GHz,双核心/四线程,4MB,NULL,Skylake,14nm,4.5W,8GB（8GB×1）,LPDDR3（低功耗版）1866MHz,NULL,256GB,SSD固态硬盘,639,核芯显卡,Intel GMA HD 515,共享内存容量,无,NULL,复合材质,Wacom手写笔,NULL,4芯锂电池,NULL,8-13.45mm,LED背光，FHD UWVA eDP超薄触摸屏，采用康宁第四代大猩猩玻璃,Intel 8260 AC，支持802.11a/b/g/n/ac无线协议,双立体声扬声器,1920x1080,2016年04月,214mm,NULL,平板部分集成支架，提供150°角度调节,商用,1×USB3.0，USB3.1 Type-C接口（支持Thunderbolt）,300mm,1.23Kg,TPM 2.0，开机密码,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 45W 自适应交流电源适配器,整机1年，主要部件2年,B&O音频,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，时尚轻薄本，二合一笔记本，迷你笔记本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,银色,NULL,NULL,智能型手势操控触摸板（带有开/关按键），HP主动式触控笔,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1旅行键盘 x1手写笔 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,NULL,16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.2模块,NULL,NULL,双阵列式麦克风,插拔,NULL,Micro SD卡插槽,双1080P摄像头（前置：200万像素，后置：500万像素）,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,12英寸,NULL,NULL,视具体使用环境而定,NULL,内置传感器：环境光传感器，加速计，磁力计，回转仪，邻近感应，双加速计（键盘）,NULL,NULL,支持多点触控,NULL,HP旅行键盘,NULL
惠普ELITE X2 1012 G1（V9D46PA）,ELITE X2 1012 G1系列,http://detail.zol.com.cn/notebook/index1141713.shtml,https://2d.zol-img.com.cn/product/172_80x60/841/cekFe31uY0Wk.jpg,7999,正常,3364,Intel 酷睿M5 6Y54,英特尔 酷睿 M系列,1.1GHz,2.7GHz,双核心/四线程,4MB,NULL,Skylake,14nm,4.5W,4GB（4GB×1）,LPDDR3（低功耗版）1866MHz,NULL,256GB,SSD固态硬盘,639,核芯显卡,Intel GMA HD 515,共享内存容量,无,NULL,复合材质,Wacom手写笔,NULL,4芯锂电池,NULL,8-13.45mm,LED背光，FHD UWVA eDP超薄触摸屏，采用康宁第四代大猩猩玻璃,Intel 8260 AC，支持802.11a/b/g/n/ac无线协议,双立体声扬声器,1920x1080,2016年04月,214mm,NULL,平板部分集成支架，提供150度角度调节,商用,1×USB3.0，USB3.1 Type-C接口（支持Thunderbolt）,300mm,1.23Kg,TPM 2.0，开机密码,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 45W 自适应交流电源适配器,整机1年，主要部件2年,Bang/Olufsen音频设备,无内置光驱,NULL,NULL,NULL,NULL,NULL,商务办公本，时尚轻薄本，二合一笔记本，迷你笔记本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,银色,NULL,NULL,智能型手势操控触摸板（带有开/关按键），HP主动式触控笔,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1旅行键盘 x1手写笔 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,NULL,16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.2模块,NULL,NULL,双阵列式麦克风,插拔,NULL,1×Micro SD卡插槽,双1080P摄像头（前置：200万像素，后置：500万像素）,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,12英寸,NULL,NULL,视具体使用环境而定,NULL,内置传感器：环境光传感器，加速计，磁力计，回转仪，邻近感应，双加速计（键盘）,NULL,NULL,支持多点触控,NULL,HP旅行键盘,NULL
惠普ELITEBOOK FOLIO G1（P4P84PT）,ELITEBOOK FOLIO G1系列,http://detail.zol.com.cn/ultrabook/index1137086.shtml,https://2e.zol-img.com.cn/product/171_80x60/900/ceCClRXCKcBf6.jpg,7799,正常,3364,Intel 酷睿M5 6Y54,英特尔 酷睿 M系列,1.1GHz,2.7GHz,双核心/四线程,4MB,NULL,Skylake,14nm,4.5W,8GB（8GB×1）,DDR3 1600MHz,1xSO-DIMM,128GB,SSD固态硬盘,639,核芯显卡,Intel GMA HD 515,共享内存容量,无,NULL,镁铝合金,USB Type-C扩展坞,NULL,4芯锂电池,NULL,12.4mm,FHD，LED背光，防眩光屏,支持802.11ac无线协议,内置扬声器,1920x1080,2016年03月,209mm,NULL,NULL,商用,2×USB3.1 Type-C接口,292mm,1000g,NULL,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 自适应交流电源适配器,1年标准部件和人工有限保修，1年原装电池有限保修,内置音效芯片,无内置光驱,NULL,NULL,NULL,NULL,NULL,时尚轻薄本，商务办公本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,银灰色,NULL,NULL,一体化多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,NULL,16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.2模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,12.5英寸,NULL,8GB,视具体使用环境而定,NULL,NULL,NULL,NULL,不支持触控,NULL,背光键盘,电源接口
惠普ELITEBOOK FOLIO G1（P4P86PT）,ELITEBOOK FOLIO G1系列,http://detail.zol.com.cn/ultrabook/index1140574.shtml,https://2d.zol-img.com.cn/product/172_80x60/83/ceL8ZgT9sLMA.jpg,1.1万,正常,3520,Intel 酷睿M7 6Y75,英特尔 酷睿 M系列,1.2GHz,3.1GHz,双核心/四线程,4MB,NULL,Skylake,14nm,4.5W,8GB（8GB×1）,DDR3 1600MHz,1xSO-DIMM,512GB,SSD固态硬盘,639,核芯显卡,Intel GMA HD 515,共享内存容量,无,NULL,镁铝合金,USB Type-C扩展坞,NULL,4芯锂电池,NULL,12.4mm,FHD，LED背光，防眩光屏,支持802.11ac无线协议,内置扬声器,1920x1080,2016年03月,NULL,NULL,NULL,商用,2×USB3.1 Type-C接口,NULL,1000g,NULL,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 自适应交流电源适配器,1年标准部件和人工有限保修，1年原装电池有限保修,内置音效芯片,无内置光驱,NULL,NULL,NULL,NULL,NULL,时尚轻薄本，商务办公本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,银灰色,NULL,NULL,一体化多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,NULL,16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.2模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,12.5英寸,NULL,8GB,视具体使用环境而定,NULL,NULL,NULL,NULL,不支持触控,NULL,背光键盘,电源接口
惠普ELITEBOOK FOLIO G1（M5 6Y54/8GB/256GB）,ELITEBOOK FOLIO G1系列,http://detail.zol.com.cn/ultrabook/index1169137.shtml,https://2e.zol-img.com.cn/product/182_80x60/748/ceAv4VZPCDxUk.jpg,8499,正常,3364,Intel 酷睿M5 6Y54,英特尔 酷睿 M系列,1.1GHz,2.7GHz,双核心/四线程,4MB,NULL,Skylake,14nm,4.5W,8GB（8GB×1）,DDR3 1600MHz,1xSO-DIMM,256GB,SSD固态硬盘,639,核芯显卡,Intel GMA HD 515,共享内存容量,无,NULL,镁铝合金,USB Type-C扩展坞,NULL,4芯锂电池,NULL,12.4mm,FHD，LED背光，防眩光屏,支持802.11ac无线协议,内置扬声器,1920x1080,2016年03月,NULL,NULL,NULL,商用,2×USB3.1 Type-C接口,NULL,1000g,NULL,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 45W 自适应交流电源适配器,1年标准部件和人工有限保修，1年原装电池有限保修,内置音效芯片,无内置光驱,NULL,NULL,NULL,NULL,NULL,时尚轻薄本，商务办公本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,银灰色,NULL,NULL,一体化多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,NULL,16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.2模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,12.5英寸,NULL,8GB,视具体使用环境而定,NULL,NULL,NULL,NULL,不支持触控,NULL,背光键盘,电源接口
惠普ELITEBOOK FOLIO G1（P4P85PT）,ELITEBOOK FOLIO G1系列,http://detail.zol.com.cn/ultrabook/index1140570.shtml,https://2f.zol-img.com.cn/product/171_80x60/937/ceHB8c26610UY.jpg,9299,正常,3364,Intel 酷睿M5 6Y54,英特尔 酷睿 M系列,1.1GHz,2.7GHz,双核心/四线程,4MB,NULL,Skylake,14nm,4.5W,8GB（8GB×1）,DDR3 1600MHz,1xSO-DIMM,512GB,SSD固态硬盘,639,核芯显卡,Intel GMA HD 515,共享内存容量,无,NULL,镁铝合金,USB Type-C扩展坞,NULL,4芯锂电池,NULL,12.4mm,FHD，LED背光，防眩光屏,支持802.11ac无线协议,内置扬声器,1920x1080,2016年03月,NULL,NULL,NULL,商用,2×USB3.1 Type-C接口,NULL,1000g,NULL,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 自适应交流电源适配器,1年标准部件和人工有限保修，1年原装电池有限保修,内置音效芯片,无内置光驱,NULL,NULL,NULL,NULL,NULL,时尚轻薄本，商务办公本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,银灰色,NULL,NULL,一体化多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,NULL,16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.2模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,12.5英寸,NULL,8GB,视具体使用环境而定,NULL,NULL,NULL,NULL,不支持触控,NULL,背光键盘,电源接口
惠普ELITEBOOK 725 G3（A10-8700B/4GB/500GB）,ELITEBOOK 725 G3系列,http://detail.zol.com.cn/notebook/index1139814.shtml,https://2b.zol-img.com.cn/product/171_80x60/475/ceW1uqJRlqX3A.jpg,即将上市,正常,5409,AMD A10 PRO-8700B,AMD A10 PRO系列,1.8GHz,3.2GHz,四核心/四线程,NULL,NULL,Carrizo,28nm,12W-35W,4GB（4GB×1）,DDR3L（低电压版）,2xSO-DIMM,500GB,7200转,643,核芯显卡,AMD Radeon R6,共享内存容量,无,NULL,复合材质,NULL,NULL,3芯锂电池,NULL,20.2mm,FHD，LED背光，UWVA屏,支持802.11a/b/g/n无线协议,立体声扬声器,1920x1080,2016年03月,218.9mm,NULL,NULL,商用,2×USB3.0，USB Type-C接口（其中一个具有Powershare供电功能）,311mm,1.39Kg,安全锁孔,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 65W 自适应交流电源适配器,3年标准部件和人工有限保修，3年原装电池有限保修,Bang&Olufsen音频设备,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,商务办公本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,3年,银色,NULL,NULL,智能型手势操控触摸板,全球联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,多合1读卡器（SD，SDHC，SDXC）,16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.1模块,NULL,NULL,双阵列麦克风,NULL,NULL,扩展坞接口，外置SIM插槽,720p HD摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,12.5英寸,NULL,16GB,8.5小时左右，视具体使用环境而定,VGA，DisplayPort,NULL,NULL,NULL,支持多点触控,NULL,防泼溅键盘，背光键盘,RJ45（网络接口），电源接口
惠普ELITEBOOK 725 G3（A8-8600B/4GB/128GB+500GB）,ELITEBOOK 725 G3系列,http://detail.zol.com.cn/notebook/index1140625.shtml,https://2b.zol-img.com.cn/product/171_80x60/493/ceRyQVS5YnmH.jpg,暂无报价,[北京],4831,AMD A8 PRO-8600B,AMD A8 PRO系列,1.6GHz,3GHz,四核心,NULL,NULL,Carrizo,28nm,12W-35W,4GB（4GB×1）,DDR3L（低电压版）,2xSO-DIMM,128GB+500GB,混合硬盘（SSD+7200转HDD）,643,核芯显卡,AMD Radeon R6,共享内存容量,无,NULL,复合材质,NULL,NULL,3芯锂电池,NULL,20.2mm,FHD，LED背光，UWVA屏,支持802.11b/g/n无线协议,立体声扬声器,1920x1080,2016年03月,218.9mm,NULL,NULL,商用,2×USB3.0，USB Type-C接口（其中一个具有Powershare供电功能）,311mm,1.39Kg,安全锁孔,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 65W 自适应交流电源适配器,3年标准部件和人工有限保修，3年原装电池有限保修,Bang&Olufsen音频设备,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,商务办公本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,3年,银色,NULL,NULL,智能型手势操控触摸板,全球联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,多合1读卡器（SD，SDHC，SDXC）,16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.1模块,NULL,NULL,双阵列麦克风,NULL,NULL,扩展坞接口，外置SIM插槽,720p HD摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,12.5英寸,NULL,16GB,8.5小时左右，视具体使用环境而定,VGA，DisplayPort,NULL,NULL,NULL,支持多点触控,NULL,防泼溅键盘，背光键盘,RJ45（网络接口），电源接口
惠普ENVY 14-j004TX（N1V53PA）,ENVY 14-j000系列,http://detail.zol.com.cn/notebook/index403824.shtml,https://2c.zol-img.com.cn/product/154_80x60/352/ce8QDRnGu50og.jpg,4899,正常,3494,Intel 酷睿i5 5200U,英特尔 酷睿i5 5代系列,2.2GHz,2.7GHz,双核心/四线程,3MB,DMI 5 GT/s,Broadwell,14nm,15W,4GB（4GB×1）,DDR3L（低电压版）1600MHz,NULL,500GB,5400转,1764,双显卡（性能级独立显卡＋集成显卡）,NVIDIA GeForce GTX 950M＋Intel GMA HD 5500,4GB,GDDR3,128bit,复合材质,NULL,NULL,4芯锂电池，4800毫安,NULL,NULL,LED背光，BrightView高亮屏,支持802.11a/g/n无线协议,双Beats Audio扬声器，低音炮双扬声器,1366x768,2015年06月,NULL,NULL,NULL,家用,3×USB3.0,NULL,NULL,安全锁孔,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 90W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,NULL,NULL,NULL,1000Mbps以太网卡,NULL,NULL,游戏本，影音娱乐本，时尚轻薄本,预装Windows 8.1,NULL,1年,摩登银,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,多合1读卡器,16:9,耳机/麦克风二合一接口,NULL,NULL,NULL,NULL,内置麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,14英寸,NULL,NULL,视具体使用环境而定,HDMI,NULL,NULL,NULL,不支持触控,NULL,孤岛式键盘,RJ45（网络接口），电源接口
惠普ENVY 14-j005TX（N1V54PA）,ENVY 14-j000系列,http://detail.zol.com.cn/notebook/index405925.shtml,https://2b.zol-img.com.cn/product/156_80x60/99/ceZcoIQLfLg4g.jpg,6299,[市场价],3970,Intel 酷睿i7 5500U,英特尔 酷睿i7 5代系列,2.4GHz,3GHz,双核心/四线程,4MB,DMI 5 GT/s,Broadwell,14nm,15W,8GB,DDR3L（低电压版）1600MHz,NULL,1TB,5400转,1764,性能级独立显卡,NVIDIA GeForce GTX 950M,4GB,GDDR3,128bit,复合材质,NULL,NULL,3芯锂电池,NULL,NULL,FHD，LED背光,支持802.11a/g/n无线协议,双Beats Audio扬声器，低音炮双扬声器,1920x1080,2015年07月,NULL,NULL,NULL,家用,3×USB3.0,NULL,NULL,安全锁孔,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 90W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,NULL,NULL,NULL,1000Mbps以太网卡,NULL,NULL,游戏本，影音娱乐本，时尚轻薄本,预装Windows 8.1,NULL,1年,太空银,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,多合1读卡器,16:9,耳机/麦克风二合一接口,NULL,NULL,NULL,NULL,内置麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,14英寸,NULL,NULL,视具体使用环境而定,HDMI,NULL,NULL,NULL,不支持触控,NULL,孤岛式键盘,RJ45（网络接口），电源接口
